DATE,TT BUY,SOURCE URL
2020-07-02 14:20,74.4,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-02.pdf
2020-07-03 09:00,74.5,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-03.pdf
2020-07-08 09:00,74.6,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-08.pdf
2020-07-09 09:00,74.55,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-09.pdf
2020-07-10 09:00,74.72,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-10.pdf
2020-07-13 09:50,74.8,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-13.pdf
2020-07-14 09:50,74.87,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-14.pdf
2020-07-15 10:00,74.95,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-15.pdf
2020-07-16 10:00,74.8,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-16.pdf
2020-07-17 09:50,74.83,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-17.pdf
2020-07-20 09:00,74.55,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-20.pdf
2020-07-21 10:00,74.35,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-21.pdf
2020-07-22 10:00,74.2,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-22.pdf
2020-07-23 10:00,74.25,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-23.pdf
2020-07-24 10:00,74.52,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-24.pdf
2020-07-27 13:30,74.5,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-27.pdf
2020-07-28 09:50,74.45,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-28.pdf
2020-07-29 09:50,74.45,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-29.pdf
2020-07-30 09:50,74.42,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-30.pdf
2020-07-31 09:50,74.35,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/7/2020-07-31.pdf
2020-08-03 10:00,74.5,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/8/2020-08-03.pdf
2020-08-04 10:00,74.79,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/8/2020-08-04.pdf
2020-08-05 10:00,74.55,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/8/2020-08-05.pdf
2020-08-06 10:00,74.42,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/8/2020-08-06.pdf
2020-08-10 10:00,74.55,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/8/2020-08-10.pdf
2020-08-11 09:50,74.46,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/8/2020-08-11.pdf
2020-08-12 09:50,74.35,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/8/2020-08-12.pdf
2020-08-13 09:50,74.42,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/8/2020-08-13.pdf
2020-08-14 09:50,74.45,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/8/2020-08-14.pdf
2020-08-25 12:00,73.95,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/8/2020-08-25.pdf
2020-08-26 09:50,73.9,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/8/2020-08-26.pdf
2020-08-27 12:15,73.55,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/8/2020-08-27.pdf
2020-08-28 11:30,73,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/8/2020-08-28.pdf
2020-08-31 09:00,73.2,https://github.com/sahilgupta/sbi-fx-ratekeeper/blob/4cea84491ec53b80a5171463e51e04f667bcb6e5/pdf_files/2020/8/2020-08-31.pdf
